名称,经纬度
家乐福北门店机车停车场,"120.455083,23.489373"
家乐福屏东店机车停车场,"120.498204,22.68302"
建国科技大学机车停车场,"120.548976,24.067748"
西螺服务区北上(229公里),"120.479186,23.788698"
台湾铁路管理局板桥火车站,"121.463815,25.014051"
台南花园夜市机车停车场,"120.199656,23.011265"
台湾铁路管理局莺歌火车站,"121.35528,24.954525"
台湾铁路管理局树林火车站,"121.424601,24.991407"
捷运竹围站北侧机车停车场,"121.459767,25.137732"
西湖服务区南下(134公里),"120.759211,24.565814"
新营服务区北上(284公里),"120.312559,23.339833"
新营服务区南下(284公里),"120.312076,23.340651"
新化休息站北上(350公里),"120.327938,23.030679"
新化休息站南下(350公里),"120.326985,23.031523"
关庙服务区南下(364公里),"120.351133,22.929662"
关庙服务区北上(363公里),"120.352403,22.929107"
仁德服务区北上(335公里),"120.266134,22.906502"
仁德服务区南下(335公里),"120.265066,22.90611"
台湾铁路管理局桃园火车站,"121.313549,24.989206"
台湾铁路管理局七堵火车站,"121.713928,25.093453"
台湾铁路管理局七堵调车场,"121.71956,25.09932"
新生北路高架桥下停车场B1区,"121.527811,25.05165"
台湾铁路管理局八堵火车站,"121.729054,25.108334"
台湾铁路管理局暖暖火车站,"121.737707,25.101448"
台湾铁路管理局三坑火车站,"121.742017,25.123053"
台湾铁路管理局基隆火车站,"121.739466,25.132302"
台湾铁路管理局牡丹火车站,"121.851999,25.058768"
台湾铁路管理局埔心火车站,"121.183665,24.919454"
台湾铁路管理局顶埔火车站,"121.809207,24.843998"
台湾铁路管理局头城火车站,"121.822556,24.858976"
台湾铁路管理局四城火车站,"121.762727,24.786802"
台湾铁路管理局外澳火车站,"121.845758,24.883703"
台湾铁路管理局杨梅火车站,"121.145963,24.91402"
台湾铁路管理局宜兰运务段,"121.758953,24.754309"
台湾铁路管理局大里火车站,"121.922496,24.966799"
台湾铁路管理局福隆火车站,"121.944781,25.015921"
台湾铁路管理局新丰火车站,"120.996771,24.869794"
台湾铁路管理局竹北火车站,"121.009456,24.839161"
台湾铁路管理局竹中火车站,"121.031297,24.781296"
台湾铁路管理局竹科火车站,"121.021948,24.788028"
台湾铁路管理局新马火车站,"121.8229,24.615395"
台湾铁路管理局苏澳火车站,"121.85144,24.595181"
台湾铁路管理局南澳火车站,"121.800926,24.463396"
台湾铁路管理局武塔火车站,"121.776037,24.448674"
台湾铁路管理局汉本火车站,"121.768355,24.335428"
台湾铁路管理局和平火车站,"121.753346,24.298296"
台湾铁路管理局后龙火车站,"120.787307,24.616212"
台湾铁路管理局铜锣火车站,"120.786173,24.48634"
台湾铁路管理局通霄火车站,"120.678425,24.491403"
台湾铁路管理局后里火车站,"120.732893,24.309312"
台湾铁路管理局北埔火车站,"121.601667,24.032506"
泰安服务区北上 (158公里),"120.71653,24.328933"
台湾铁路管理局花莲运务段,"121.600068,23.993989"
台湾铁路管理局大甲火车站,"120.627017,24.34443"
台湾铁路管理局吉安火车站,"121.582029,23.967538"
台湾铁路管理局潭子火车站,"120.705572,24.212825"
台湾铁路管理局清水火车站,"120.569178,24.263624"
台湾铁路管理局平和火车站,"121.520485,23.882774"
台湾铁路管理局沙鹿火车站,"120.557627,24.237044"
台湾铁路管理局丰田火车站,"121.496168,23.848475"
台湾铁路管理局溪口火车站,"121.474442,23.817478"
台湾铁路管理局乌日火车站,"120.622443,24.108659"
台湾铁路管理局成功火车站,"120.590164,24.114232"
台湾铁路管理局追分火车站,"120.570128,24.120577"
台湾铁路管理局万荣火车站,"121.419067,23.711978"
台湾铁路管理局员林火车站,"120.569961,23.959346"
台湾铁路管理局永靖火车站,"120.571672,23.928147"
台湾铁路管理局大富火车站,"121.389624,23.605688"
台湾铁路管理局石榴火车站,"120.580019,23.731671"
台湾铁路管理局斗六火车站,"120.541171,23.711793"
台湾铁路管理局三民火车站,"121.345476,23.424617"
东莒航空站(东莒直升机场),"119.967159,25.958287"
西莒航空站(西莒直升机场),"119.935948,25.971865"
台湾铁路管理局大林火车站,"120.455839,23.601076"
台湾铁路管理局东里火车站,"121.304181,23.272309"
台湾铁路管理局民雄火车站,"120.431651,23.555039"
台湾铁路管理局嘉北火车站,"120.448503,23.499897"
台湾铁路管理局东竹火车站,"121.278481,23.226025"
台湾铁路管理局富里火车站,"121.248692,23.179132"
台湾铁路管理局水上火车站,"120.399706,23.433976"
嘉义航空站(嘉义水上机场),"120.403835,23.454704"
台湾铁路管理局池上火车站,"121.219424,23.126059"
台湾铁路管理局后壁火车站,"120.360603,23.366247"
台湾铁路管理局新营火车站,"120.323055,23.306732"
台湾铁路管理局月美火车站,"121.151443,23.016344"
台湾铁路管理局隆田火车站,"120.319202,23.192708"
台湾铁路管理局善化火车站,"120.306551,23.133324"
台湾铁路管理局鹿野火车站,"121.137004,22.912469"
台湾铁路管理局台东火车站,"121.123161,22.793711"
台湾铁路管理局康乐火车站,"121.093555,22.764274"
台湾铁路管理局沙仑火车站,"120.286403,22.923848"
台湾铁路管理局知本火车站,"121.060669,22.710185"
开元寺慈爱医院机车停车场,"120.222967,23.011018"
台湾铁路管理局中洲火车站,"120.252898,22.904026"
台湾铁路管理局保安火车站,"120.231635,22.932952"
台湾铁路管理局桥头火车站,"120.310187,22.76084"
台湾铁路管理局竹田火车站,"120.541851,22.586456"
台湾铁路管理局西势火车站,"120.526697,22.616433"
台湾铁路管理局后庄火车站,"120.391313,22.640163"
台湾铁路管理局左营火车站,"120.295453,22.675873"
台湾铁路管理局高雄运务段,"120.302111,22.63962"
台湾铁路管理局东海火车站,"120.572356,22.398968"
台湾铁路管理局林边火车站,"120.515376,22.431406"
台湾铁路管理局佳冬火车站,"120.547742,22.414087"
台湾铁路管理局大武火车站,"120.9008,22.365217"
台湾铁路管理局古庄火车站,"120.878079,22.345509"
台湾铁路管理局枋野火车站,"120.717243,22.280818"
关渡水岸自然公园机车停车场,"121.463147,25.117483"
捷运辅大站2号出口机车停车场,"121.435277,25.032498"
辽宁街185巷7弄机车平面停车场,"121.54272,25.05359"
台湾铁路管理局三貂岭火车站,"121.822559,25.065544"
捷运剑潭站桥下空间机车停车场,"121.52611,25.086921"
捷运士林站桥下空间机车停车场,"121.52725,25.089969"
台湾铁路管理局运务处竹东站,"121.089415,24.736916"
台湾铁路管理局九曲堂火车站,"120.42094,22.656447"
台湾铁路管理局六块厝火车站,"120.464996,22.665987"
台湾铁路管理局高雄站剪票房,"120.302114,22.639617"
台湾铁路管理局新左营火车站,"120.306788,22.687544"
捷运辅大站3号出口自行车停车场,"121.436462,25.03276"
台湾铁路管理局林凤营火车站,"120.320973,23.242592"
高雄市中正运动场机车停车场,"120.334386,22.626781"
捷运辅大站3号出口机车停车场一,"121.436458,25.032617"
捷运科技大楼站机车自行车停车场,"121.543123,25.025908"
捷运辅大站3号出口机车停车场二,"121.436682,25.032515"
台湾铁路管理局十分火车站(支),"121.775163,25.041153"
台湾铁路管理局菁桐火车站(支),"121.723723,25.02388"
台湾铁路管理局内湾火车站(支),"121.182556,24.705302"
台湾铁路管理局横山火车站(支),"121.116546,24.720563"
台湾铁路管理局造桥火车站(山),"120.867194,24.641863"
台湾铁路管理局龙港火车站(海),"120.758142,24.611683"
台湾铁路管理局南势火车站(山),"120.791544,24.522481"
台湾铁路管理局新埔火车站(海),"120.695179,24.54018"
台湾铁路管理局泰安火车站(山),"120.74179,24.331228"
台湾铁路管理局水里火车站(支),"120.853323,23.818456"
台湾铁路管理局浊水火车站(支),"120.70472,23.834666"
马祖北竿航空站(马祖北竿机场),"120.000186,26.224887"
马祖南竿航空站(马祖南竿机场),"119.955455,26.159068"
台湾铁路管理局长荣大学火车站,"120.272204,22.90715"
台湾铁路管理局九赞头火车站(支),"121.136215,24.720637"
台湾铁路管理局运务处苗栗火车站,"120.822531,24.570025"
航厦,"120.600384,24.255207"
航厦,"120.340397,22.571654"
振兴医疗财团法人振兴医院机车停车场,"121.521597,25.115439"
台湾铁路管理局富贵火车站(无站房),"121.167371,24.715543"
台湾铁路管理局荣华火车站(无站房),"121.083309,24.748359"
台湾铁路管理局上员火车站(无站房),"121.055699,24.777831"
台湾铁路管理局龙泉火车站(无站房),"120.750404,23.835187"
辽宁街199巷15号公有机车临时平面停车场,"121.542793,25.05398"
高雄荣民总医院台南分院机车停车场,"120.239869,22.99831"
财团法人天主教圣功医院机车停车场,"120.323959,22.633208"
台中荣民总医院埔里分院机车停车场一,"120.995225,23.97558"
台中荣民总医院埔里分院机车停车场二,"120.996825,23.97649"
财团法人天主教耕莘医院机车脚踏车停车场,"121.535514,24.976034"
台湾铁路管理局运务处台中运务段社头站,"120.580805,23.895711"
台湾铁路管理局运务处花莲运务段花莲港站,"121.635812,23.994034"
高雄长庚纪念医院复健大楼访客机车停车场,"120.35111,22.648822"
财团法人彰化基督教医院鹿东分院机车停车场,"120.468971,24.055641"
财团法人彰化基督教医院鹿基分院机车停车场,"120.438428,24.060096"
财团法人天主教灵医会罗东圣母医院机车停车场,"121.772187,24.671797"
台中荣民总医院埔里分院市区门诊部机车停车场,"120.95652,23.96824"
戴德森医疗财团法人嘉义基督教医院第二门诊机车停车场,"120.449873,23.499807"
戴德森医疗财团法人嘉义基督教医院第二门诊机车停车场,"120.449873,23.499807"
延吉站,"129.49734,42.886612"
白河站,"128.133715,42.453092"
敦化站,"128.245432,43.379134"
延吉西站,"129.414728,42.904419"
汪清站,"129.740817,43.332211"
安图站,"128.908094,43.115582"
通化站,"125.980017,41.75329"
松原站,"124.8171,45.108996"
大安北站,"124.237685,45.516697"
蛟河西站,"127.299714,43.729408"
四平站,"124.373552,43.16775"
四平东站,"124.43795,43.138658"
辽源站,"125.129005,42.905127"
长春站,"125.324674,43.911462"
图们站,"129.840495,42.964878"
吉舒站,"126.802809,44.287995"
公主岭站,"124.811305,43.509062"
农安站,"125.161025,44.435975"
郭家店站,"124.577538,43.341816"
吉林站,"126.577962,43.859085"
长春西站,"125.200889,43.876654"
德惠站,"125.716944,44.533777"
白城站,"122.86446,45.61756"
榆树站,"126.534576,44.817261"
米沙子站,"125.4771,44.147787"
五棵树站,"126.159982,44.800926"
龙嘉站,"125.70023,43.992555"
扶余站,"126.025051,44.986952"
白山市站,"126.458285,41.952433"
扶余北站,"126.003903,45.007877"
梅河口站,"125.685042,42.53582"
公主岭南站,"124.815149,43.473605"
洮南站,"122.809052,45.340514"
珲春站,"130.403706,42.901652"
龙潭山站,"126.607251,43.873358"
范家屯站,"125.07461,43.713607"
哈拉海站,"125.088283,44.67479"
和龙站,"128.99619,42.55566"
集安站,"126.204157,41.13568"
舒兰站,"126.95462,44.408106"
德惠西站,"125.676173,44.545567"
蛟河站,"127.351067,43.725728"
伊通站,"125.288372,43.369917"
白泉站,"125.001299,42.926204"
王府站,"125.006885,44.874068"
长山屯站,"124.468149,45.314355"
九台站,"125.83867,44.149756"
松江河站,"127.481792,42.188528"
磐石站,"126.068841,42.927765"
哈达湾站,"126.536838,43.901474"
龙井站,"129.430881,42.779028"
江源站,"126.582177,42.041356"
柳河站,"125.765458,42.290541"
太平川站,"123.183436,44.399945"
天桥岭站,"129.633012,43.586737"
公主岭站(东南进站口),"124.812133,43.508808"
平安站,"127.173779,44.592776"
白石山站,"127.560285,43.582124"
二密河站,"125.830656,41.788803"
东丰站,"125.545194,42.654384"
龙泉站,"125.412371,43.919683"
大兴沟站,"129.663171,43.412547"
榆树站(北出站口),"126.534253,44.817145"
氡泉站,"127.176018,42.128148"
庙岭站,"129.665504,43.502371"
黄松甸站,"127.727875,43.641914"
蔡家沟站,"126.137736,45.119799"
蛟河新站,"127.338857,43.892755"
春阳站,"129.444577,43.715401"
大屯站,"125.164162,43.78034"
黄泥河站,"128.017831,43.555574"
榆树站(北进站口),"126.534738,44.816924"
镇赉站,"123.194221,45.857904"
工农湖站,"123.626375,44.857085"
拉法站,"127.335131,43.829949"
临江站,"126.901943,41.803163"
团山站,"125.972944,44.909767"
新立镇站,"126.727603,44.693412"
平岗站,"124.875576,42.976079"
烟筒山站,"126.02858,43.284985"
通榆站,"123.076256,44.804897"
布海站,"125.630163,44.38409"
珠宝岗站,"127.328723,42.187204"
口前站,"126.497002,43.666099"
大长屯站,"126.589756,43.79465"
谢家镇站,"126.813393,44.568384"
丰广站,"126.714818,44.251097"
桦皮厂站,"126.231228,43.99644"
陶家屯站,"124.988976,43.645951"
合隆站,"125.270374,44.032803"
明城站,"126.017796,43.192592"
黑山头站,"125.570103,42.438907"
双辽站,"123.518398,43.49349"
龙家堡站,"125.678573,44.07836"
棋盘站,"126.553098,43.969355"
公主岭站(东南出站口),"124.812339,43.508918"
山城镇站,"125.432877,42.378956"
奢岭站,"125.572106,43.675632"
开安站,"125.205183,44.166592"
沃皮站(西出站口),"125.531276,44.228941"
达家沟站,"125.822019,44.658377"
上营站,"127.255311,44.14779"
石岭站,"124.703052,43.091229"
一间堡站,"125.359143,44.002304"
道清站,"126.288442,41.844331"
泉阳站,"127.540596,42.340287"
新立镇站(西南出站口),"126.727522,44.693638"
新立镇站(西南进站口),"126.727522,44.693638"
刘家店站,"126.308171,44.802857"
辽源站(东北出站口),"125.12846,42.905321"
亚复站,"126.537834,44.066331"
龙嘉站(西北进站口),"125.700296,43.992855"
十家堡站,"124.50178,43.264331"
东辽渭津站,"125.282148,42.793617"
龙嘉站(东北出站口),"125.700838,43.993105"
前窑站,"126.619341,44.193063"
老爷岭站,"127.189044,43.927219"
华家站候车大厅,"125.147492,44.290594"
六道河站,"127.07826,43.934393"
太平岭站,"128.212748,43.420036"
官字井站,"123.80161,45.00407"
三源浦站,"125.760578,42.056261"
鸭园站,"126.180894,41.76213"
唐房站,"126.680201,43.928352"
柳树河站,"127.500088,43.616635"
前河站,"127.774348,43.58293"
朝阳镇站,"126.027994,42.684294"
二道河站,"127.628791,43.606216"
驼腰岭站,"125.90306,42.181516"
白山站(西北进站口),"126.457954,41.952842"
小姑家站,"127.259959,43.888257"
白泉站(南出站口),"125.001579,42.926533"
蛟河西站(东北出站口),"127.300395,43.729148"
蛟河西站(东北进站口),"127.300231,43.729382"
左家站,"126.08614,44.070305"
九台南站,"125.811038,44.02273"
梅河口站(东南出站口),"125.685204,42.5353"
砬子河站,"127.699274,42.512792"
安图西站,"128.89424,43.113283"
通沟站,"125.719879,41.951831"
溪洞站,"129.603177,42.912455"
五道沟站,"125.87704,42.137612"
菇园站,"126.244916,41.803414"
东通化站,"126.044209,41.771042"
大姑家站,"127.218598,43.907646"
天岗站,"126.954876,43.904381"
抚松站,"127.267883,42.299294"
白市站,"123.45321,43.545936"
安恕站,"125.037761,42.788716"
白山站(西北出站口),"126.458457,41.953182"
长春南站(东南进站口),"125.259746,43.851238"
长春南站(东南出站口),"125.259456,43.851071"
双吉站,"126.440203,43.964994"
土们岭站,"126.049883,44.105233"
图们北站,"129.79991,42.996969"
延吉站(北出站口),"129.497695,42.887157"
